SMILES,CHEMBL_ID,IC50(nM)
Cc1cc(C)nc(n1)N2C[C@H]3CN(C[C@H]3C2)C(=O)c4c(C)cccc4n5nccn5,3586440,6900
COc1ccc(c(c1)C(=O)N2C[C@@H]3CN(C[C@@H]3C2)c4nc(C)cc(C)n4)n5nccn5,3586441,8100
CCN1C(=O)CNc2ncc(nc12)c3ccc(nc3C)c4nc[nH]n4,3586573,>33000
COc1cc(ccc1N2CC[C@@H](O)C2)N3Cc4cn(nc4C3=O)c5ccc(Cl)cc5,3589152,>80000
COc1cc(ccc1N2C[C@H](O)[C@@H](O)C2)N3Cc4cn(nc4C3=O)c5ccc(Cl)cc5,3589153,>30000
CNC(=O)c1ccc(c(N)n1)c2cc(Cl)cc(Cl)c2Cl,3589894,30000
COc1ccc(Cl)c(c1)c2ccc(NC(=O)c3ccnn3C)nc2N,3589904,>30000
COc1ccc2[C@@H](C(C)C)N(CCc2c1)C(=O)CNCC3(O)CCCCC3,3593759,>100000
COc1ccc2[C@H](C(C)C)N(CCc2c1)C(=O)CNCC3(O)CCCCC3,3593760,>100000
NC(=O)c1cnc2[nH]ccc2c1NC3CCN(CC3)c4ccc(cn4)C#N,3593771,13400
NC(=O)c1cnc2[nH]ccc2c1NC3CCN(CC3)c4cnc(cn4)C#N,3593775,>100000
NC(=O)c1cnc2[nH]ccc2c1NC3CCN(CC3)c4ccc(nn4)C#N,3593776,>100000
NC(=O)c1cnc2[nH]ccc2c1N[C@@H]3CCN(C[C@@H]3F)c4ccc(cn4)C#N,3593777,>100000
NC(=O)c1cnc2[nH]ccc2c1N[C@H]3CCN(C[C@H]3F)c4ccc(cn4)C#N,3593778,>100000
C[C@H]1CN(CC[C@H]1Nc2c(cnc3[nH]ccc23)C(=O)N)c4ccc(cn4)C#N,3593779,28700
Cc1cc(nc(n1)N2C[C@H]3C[C@H](C[C@H]3C2)c4ccccc4C(F)(F)F)C(=O)O,3594232,>30000
COc1cccc2c1nc(N)n3nc(CN4CCN(C[C@H]4C)c5ccc(F)cc5)nc23,3596502,1551
COc1cccc2c1nc(N)n3nc(CN4CCN(C[C@H]4C)c5ccccc5F)nc23,3596503,49970
COc1cccc2c1nc(N)n3nc(CN4CCN(C[C@H]4C)c5cccc(F)c5)nc23,3596504,23830
COc1cccc2c1nc(N)n3nc(CN4CCN(C[C@H]4C)c5ccc(F)cn5)nc23,3596505,21870
COc1cccc2c1nc(N)n3nc(CN4CCN(C[C@H]4C)c5ccccc5)nc23,3596506,16940
COc1cccc2c1nc(N)n3nc(CN4CCN(C[C@H]4C)c5ccccn5)nc23,3596507,25460
COc1cccc2c1nc(N)n3nc(CN4CCN(C[C@H]4C)c5cccnc5)nc23,3596508,22290
COc1cccc2c1nc(N)n3nc(CN4CCN(C[C@H]4C)c5ccncc5)nc23,3596509,2184
COc1cccc2c1nc(N)n3nc(CN4CCN(C[C@H]4C)c5ncccn5)nc23,3596510,>60000
COc1ccccc1N2CCN(Cc3nc4c5cccc(OC)c5nc(N)n4n3)[C@H](C)C2,3596511,47600
COc1cccc(c1)N2CCN(Cc3nc4c5cccc(OC)c5nc(N)n4n3)[C@H](C)C2,3596512,21060
COc1ccc(cc1)N2CCN(Cc3nc4c5cccc(OC)c5nc(N)n4n3)[C@H](C)C2,3596513,20750
COc1cccc2c1nc(N)n3nc(CN4CCN(C[C@H]4C)c5cnn(C)c5)nc23,3596514,>60000
COc1cccc2c1nc(N)n3nc(CN4CCN(C[C@H]4C)c5ncc(C)s5)nc23,3596515,47030
COc1cccc2c1nc(N)n3nc(CN4CCN(C[C@H]4C)c5cnc(C)s5)nc23,3596516,17880
COc1cccc2c1nc(N)n3nc(CN4CCN(C[C@H]4C)c5sc(C)nc5C)nc23,3596517,>60000
COc1cccc2c1nc(N)n3nc(CN4CCN(C[C@H]4C)c5nsnc5Cl)nc23,3596518,24330
CCn1cc(cn1)N2CCN(Cc3nc4c5cccc(OC)c5nc(N)n4n3)[C@H](C)C2,3596589,39190
COc1cccc2c1nc(N)n3nc(CN4CCN(C[C@H]4C)c5cnn(c5)C(C)(C)C)nc23,3596590,>60000
C[C@@H](OC(=O)N1CCC(CC1)O[C@@H]2CC[C@H](CC2)Oc3cnc(cn3)S(=O)(=O)C)C(F)(F)F,3598099,>30000
CC(=O)NC1CCN(Cc2ccc(NCCCc3ccc(Oc4ccccc4)nn3)cc2)CC1,3601038,>10000
COc1cccc2CCN([C@@H](c3ccccc3)c12)C(=O)CNC[C@@H](C)O,3601260,>100000
CC[C@@H](C)Oc1cc2[C@@H](N(C(=O)Cc2cc1OC)c3ccc(cc3)N(C)C[C@@H]4CC[C@H](CC4)N(C)C)c5ccc(Cl)cc5,3601322,1300
ONC(=O)CCCCCCC(=O)Nc1ccc2ccnc(Nc3ccc(Br)cc3F)c2c1,3601331,>40000
ONC(=O)CCCCCCC(=O)Nc1ccc2ccnc(Nc3cccc(Cl)c3F)c2c1,3601332,>40000
Cc1ccc(Nc2nccc3ccc(NC(=O)CCCCCCC(=O)NO)cc23)cc1,3601333,>40000
ONC(=O)CCCCCCC(=O)Nc1ccc2ccnc(Nc3ccc4ccccc4c3)c2c1,3601334,>40000
COc1ccc(COC2=CC(=O)N(CC(=O)c3ccc(CN(C)C)cc3C)N=C2)nc1,3601377,16000
COc1cc2CC(=O)N([C@@H](c3ccc(Cl)cc3)c2cc1OC(C)C)c4ccc(cc4)N(C)C[C@@H]5CC[C@H](CC5)N6CCNC(=O)C6,3601397,16000
Fc1ccc(nc1)c2cc(ncn2)c3cc(Cl)cc(c3)C#N,3603923,>3162.28
C[C@H]1N(CCn2c1nnc2c3ccccn3)C(=O)c4cccc(Cl)c4Cl,3604331,>10000
C[C@H]1Cn2c(CN1C(=O)c3cccc(Cl)c3Cl)nnc2c4ccc(F)cc4,3604333,>10000
C[C@H]1Cn2c(CN1C(=O)c3cccc(c3Cl)C(F)(F)F)nnc2c4ccc(F)cc4,3604421,>10000
C[C@H]1Cn2c(CN1C(=O)c3cccc(c3Cl)C(F)(F)F)nnc2c4cnccn4,3604423,>10000
C[C@H]1Cn2c(CN1C(=O)c3cccc(Cl)c3Cl)nnc2c4ccccn4,3604424,>10000
COc1ccnc(c1)c2nnc3CN([C@@H](C)Cn23)C(=O)c4cccc(Cl)c4Cl,3604426,>10000
COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5nc6NC(=O)COc6cc5Cl)c2n1,3604687,5800
COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5nc6NC(=O)COc6cc5F)c2n1,3604688,1300
COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5nc6NC(=O)COc6cc5C)c2n1,3604690,1000
COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5cc(C)c6OCC(=O)Nc6n5)c2n1,3604691,300
COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5nc6NC(=O)COc6c(C)c5C)c2n1,3604692,500
CCc1c(C)c2OCC(=O)Nc2nc1CNC34CCC(CCc5c(F)cnc6ccc(OC)nc56)(CC3)OC4,3604693,700
COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5nc6NC(=O)COc6c(C)c5C(C)C)c2n1,3604694,1200
Cc1cc(NCc2c(C)cccc2C)c3cccc(C(=O)N)c3n1,3604701,501.19
Cc1cc(NCc2c(F)cccc2C(F)(F)F)c3cccc(C(=O)N)c3n1,3604734,398.11
Cc1cc(NCc2c(Cl)ccc(Cl)c2Cl)c3cccc(C(=O)N)c3n1,3604735,501.19
COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5nc6NC(=O)COc6c(C)c5C=C)c2n1,3604797,500
COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5nc6NC(=O)COc6c(C)c5F)c2n1,3604798,900
COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OC(C)C(=O)Nc6n5)c2n1,3604799,800
COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OC(C)(C)C(=O)Nc6n5)c2n1,3604800,3000
CCOC(=O)C1(C)Oc2ccc(CNC34CCC(CCc5c(F)cnc6ccc(OC)nc56)(CC3)OC4)nc2NC1=O,3604801,2400
COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)N(C)c6n5)c2n1,3604802,800
COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)N(C)Cc5ccc6OCC(=O)Nc6n5)c2n1,3604803,1200
COC(=O)N(Cc1ccc2OCC(=O)Nc2n1)C34CCC(CCc5c(F)cnc6ccc(OC)nc56)(CC3)OC4,3604804,6100
COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NC(=O)c5ccc6OCC(=O)Nc6n5)c2n1,3604805,>60000
COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)N(C)C(=O)c5ccc6OCC(=O)Nc6n5)c2n1,3604806,>30000
COc1ccc2ncc(F)c(C[C@H](O)C3CCC(CO3)NCc4nc5NC(=O)COc5cc4F)c2n1,3604807,2400
OC(=O)CCCCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,3604999,43500
CCOC(=O)C(F)(F)CCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,3605000,25400
COC(=O)[C@@H]1C[C@@H]1COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,3605002,600
OC(=O)[C@@H]1C[C@@H]1COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,3605003,>60000
COC(=O)[C@H]1C[C@@H]1COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,3605004,500
OC(=O)[C@H]1C[C@@H]1COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,3605005,43400
COC(=O)C1(COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2)CC1,3605006,1600
OC(=O)C1(COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2)CC1,3605007,>60000
NC(=O)C(F)(F)CCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,3605010,9200
OC1=CNC(=CC1=O)COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,3605011,5300
OC1=CNC(=CC1=O)CCOc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,3605012,900
OCCOc1ccc2ncc(F)c(C[C@H](O)C34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,3605013,29700
NC1COCC1Oc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,3605014,3600
N[C@H]1COC[C@@H]1Oc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,3605015,2800
N[C@@H]1COC[C@H]1Oc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,3605016,11300
N[C@@H]1CO[C@H]1COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,3605017,17700
N[C@H]1CO[C@@H]1COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,3605018,24400
N[C@@H]1CO[C@@H]1COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,3605019,3300
N[C@H]1CO[C@H]1COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,3605020,23900
NCC(O)COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,3605021,3300
N[C@@H]1[C@@H](COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2)NC1=O,3605022,29100
N[C@H]1[C@@H](CNC1=O)Oc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,3605023,39900
Fc1cnc2ccc(OCCCC#N)nc2c1CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5,3605024,8900
Fc1cnc2ccc(OCC3(CC3)C#N)nc2c1CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6,3605025,5500
CCOC(=O)COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,3605026,8500
OC(=O)COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,3605116,>60000
CCOC(=O)CCCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,3605117,1000
OC(=O)CCCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,3605118,>60000
COC(=O)CCCCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,3605119,400
OCCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,3605120,2900
OCCCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,3605121,2400
OCCCCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,3605122,2400
OCCCCCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,3605123,700
CC(C)(O)CCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,3605125,7000
OCC1(COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2)CC1,3605126,2700
OCC(O)COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,3605127,2300
OCC(CO)COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,3605128,10500
O[C@@H]1C[C@@H](COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2)C[C@@H]1O,3605129,3100
O[C@@H]1C[C@H](COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2)C[C@@H]1O,3605130,2700
OC1(COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2)COC1,3605131,12200
OC1CC(O)CC(C1)Oc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,3605132,6300
NCCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,3605133,17500
NCCCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,3605134,7900
NCCCCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,3605135,8000
NCC1(COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2)CC1,3605137,7600
NC1(COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2)CC1,3605138,3700
NC1CC1COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,3605139,200
CCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,3605140,400
CC(C)CCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,3605143,3500
Fc1cnc2ccc(OC3CCC3)nc2c1CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6,3605145,500
Fc1cnc2ccc(OCC(F)(F)F)nc2c1CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5,3605146,1100
FC(F)Oc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,3605147,700
COCCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,3605148,17300
Fc1ccc(cc1)C(=O)N2CCc3nc(COc4cccc(F)c4)oc3C2,3605277,>10000
Cc1cc2[nH]c(nc2cc1C#N)C3CCN(CCN4C(=O)C=Cc5ncc(Oc6ccc(cc6)S(=O)(=O)N)cc45)CC3,3608314,>33000
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4(C)CCc5ccccc5N(CC(F)(F)F)C4=O,3608322,6000
C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccc(F)cc4,3608680,70000
CC(C)c1noc(n1)c2nnc3[C@@H](C)N(CCn23)C(=O)c4ccc(F)cc4,3608683,1600
Cc1nsc(n1)c2nnc3CN(CCn23)C(=O)c4ccc(F)cc4,3608684,50000
C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccc(Cl)cc4,3608687,66000
C[C@H]1N(CCn2c1nnc2c3nc(ns3)C(F)(F)F)C(=O)c4ccc(F)cc4,3608688,39000
C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccccc4,3608740,50000
Cc1nsc(n1)c2nnc3[C@@H](CCO)N(CCn23)C(=O)c4ccc(F)cc4,3608741,50000
NS(=O)(=O)c1ccc(Oc2cnc3C=CC(=O)N(CCN4CCC(CC4)c5nc6cc(Cl)ccc6[nH]5)c3c2)cc1,3608742,>33000
Cc1ncc(CNC2CCN(CCN3C(=O)C=Cc4ncc(Oc5ccc(cc5)S(=O)(=O)N)cc34)CC2)cc1Cl,3608744,82000
Cc1ncc(CNC2CCN(CCN3C(=O)C=Cc4ncc(Oc5ccc(cc5)S(=O)(=O)N)cc34)CC2)cc1C#N,3608745,>100000
O=C1COc2ccc(CNC3CCN(CCN4C(=O)C=Cc5ccc(Oc6ccon6)nc45)CC3)nc2N1,3608747,>100000
O=C1COc2ccc(CNC3CCN(CCN4C(=O)C=Cc5ncc(Oc6ccon6)cc45)CC3)nc2N1,3608748,>100000
O=C1COc2ccc(CNC3CCN(CCN4C(=O)C=Cc5ncc(Oc6cccnc6)cc45)CC3)nc2N1,3608749,>100000
Fc1cncc(Oc2cnc3C=CC(=O)N(CCN4CCC(CC4)NCc5ccc6OCC(=O)Nc6n5)c3c2)c1,3608750,79000
O=C1COc2ccc(CNC3CCN(CCN4C(=O)C=Cc5ncc(O[C@@H]6CCOC6)cc45)CC3)nc2N1,3608751,>100000
O=C1COc2ccc(CNC3CCN(CCN4C(=O)C=Cc5ncc(O[C@H]6CCOC6)cc45)CC3)nc2N1,3608752,>100000
O=C1COc2ccc(CNC3CCN(CCN4C(=O)C=Cc5ncc(OCc6ccccn6)cc45)CC3)nc2N1,3608753,>100000
O=C1COc2ccc(CNC3CCN(CCN4C(=O)C=Cc5ncc(OCc6cccnn6)cc45)CC3)nc2N1,3608754,>100000
Cn1ccc(COc2cnc3C=CC(=O)N(CCN4CCC(CC4)NCc5ccc6OCC(=O)Nc6n5)c3c2)n1,3608755,>100000
F[C@H]1CN(CCN2C(=O)C=Cc3ncc(Oc4ccon4)cc23)CC[C@H]1NCc5ccc6OCC(=O)Nc6n5,3608756,>100000
F[C@H]1CN(CCN2C(=O)C=Cc3ncc(Oc4cccnc4)cc23)CC[C@H]1NCc5ccc6OCC(=O)Nc6n5,3608757,75000
CN(C)C[C@@H]1CCN([C@@H]1C(=O)N)C(=O)Nc2nc3CCc4sc(nc4c3s2)C(C)(C)C,3609521,5700
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5ccccc5NC4=O,3609622,17600
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5ccccc5N(C)C4=O,3609623,4060
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5ccccc5N(CCF)C4=O,3609624,3220
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5ccccc5N(CC(F)F)C4=O,3609625,8960
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5ccccc5N(CC(F)(F)F)C4=O,3609626,3560
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5ccccc5N(CC6CC6)C4=O,3609627,1580
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5ccccc5N(Cc6ccccc6)C4=O,3609628,1010
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5ccccc5N(Cc6ccccn6)C4=O,3609629,7570
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5ccccc5N(Cc6ccncc6)C4=O,3609630,6220
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5ccccc5N(Cc6cccnc6)C4=O,3609631,4450
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5ccccc5N(CC6(C)COC6)C4=O,3609632,18100
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)[C@H]4C[C@H](C)c5ccccc5N(CC(F)(F)F)C4=O,3609633,6680
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CSc5ccccc5N(CC(F)(F)F)C4=O,3609634,4750
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5c(ccc6ccccc56)N(CC(F)(F)F)C4=O,3609635,900
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5cc(F)ccc5N(CC(F)(F)F)C4=O,3609636,2680
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5c(F)cccc5N(CC(F)(F)F)C4=O,3609637,2610
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5c(F)cc(F)cc5N(CC(F)(F)F)C4=O,3609638,1830
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5c(F)c(Br)ccc5N(CC(F)(F)F)C4=O,3609639,530
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5ncccc5N(CC(F)(F)F)C4=O,3609640,>50000
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5cccnc5N(CC(F)(F)F)C4=O,3609641,8740
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CC[C@@H]5CCCC[C@H]5N(Cc6ccccc6)C4=O,3609642,9000
COc1cccc2nc(CCCN(C)CC[C@@]3(C[C@H]4CCC[C@@H]3c5ccccc45)OC(=O)C(C)C)[nH]c12,3609819,400
[O-][N+](=O)c1ccc(CCN2CCN(CCc3ccc4C(=O)OCc4c3)CC2)cc1,3612795,150
COc1cc(CCN2CCN(CCc3ccc4C(=O)OCc4c3C)CC2)ccc1C#N,3612796,1000
COc1cc(CCN2CCN(CC(C)c3ccc4C(=O)OCc4c3C)CC2)ccc1C#N,3612797,2800
COc1cc(CCN2CCN(CC(F)c3ccc4C(=O)OCc4c3C)CC2)ccc1C#N,3612798,2400
COc1cc(CCN2CCN(CC(O)c3ccc4C(=O)OCc4c3C)CC2)ccc1C#N,3612799,9000
COC(CN1CCN(CCc2ccc(C#N)c(OC)c2)CC1)c3ccc4C(=O)OCc4c3C,3612800,9000
CCOC(CN1CCN(CCc2ccc(C#N)c(OC)c2)CC1)c3ccc4C(=O)OCc4c3C,3612801,3500
COc1cc(CC(C)N2CCN(CCc3ccc4C(=O)OCc4c3C)CC2)ccc1C#N,3612802,1300
COc1cc(ccc1C#N)C(C)CN2CCN(CCc3ccc4C(=O)OCc4c3C)CC2,3612803,1100
COc1cc(ccc1C#N)C(C)(C)CN2CCN(CCc3ccc4C(=O)OCc4c3C)CC2,3612804,1200
COc1cc(ccc1C#N)C(O)CN2CCN(CCc3ccc4C(=O)OCc4c3C)CC2,3612805,2200
COc1cc(ncc1C#N)C(O)CN2CCN(CCc3ccc4C(=O)OCc4c3C)CC2,3612806,6400
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCN(C[C@H](O)c4ccc(cn4)C#N)CC3,3612807,12000
COc1cc(ncc1C#N)[C@H](O)CN2CCN(C[C@H](O)c3ccc4C(=O)OCc4c3C)CC2,3612809,18000
COc1cc(ncc1C#N)[C@@H](O)CN2CCN(C[C@H](O)c3ccc4C(=O)OCc4c3C)CC2,3612810,17000
COc1cc(ccc1C#N)C(O)CN2CCN(C[C@H](O)c3ccc4C(=O)OCc4c3C)CC2,3612811,1700
Cc1nc(ccc1C#N)C(O)CN2CCN(C[C@H](O)c3ccc4C(=O)OCc4c3C)CC2,3612814,14000
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCN(CC(O)c4ncc(cc4Cl)C#N)CC3,3612923,5700
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCN(CC(O)c4cc(C5CC5)c(cn4)C#N)CC3,3612924,10000
COc1cc(nc(C)c1C#N)C(O)CN2CCN(C[C@H](O)c3ccc4C(=O)OCc4c3C)CC2,3612925,5700
CCOc1cc(ncc1C#N)C(O)CN2CCN(C[C@H](O)c3ccc4C(=O)OCc4c3C)CC2,3612926,7700
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCN(CC(O)c4cc(c(cn4)C#N)C(F)(F)F)CC3,3612927,4800
[2H]C([2H])([2H])Oc1cc(ncc1C#N)C(O)CN2CCN(C[C@H](O)c3ccc4C(=O)OCc4c3C)CC2,3612928,20000
CNc1nc(NCCN2CCNCC2)c3sc(cc3n1)c4ccc(cc4)C(F)(F)F,3617330,1400
CNc1nc(NCC(F)(F)F)c2sc(cc2n1)c3ccc(cc3)C(F)(F)F,3617334,>33000
Nc1nc(NC2CCNCC2)c3sc(cc3n1)c4ccc(cc4)C(F)(F)F,3617353,900
Nc1nc(NC2CCNC2)c3sc(cc3n1)c4ccc(cc4)C(F)(F)F,3617452,2400
Nc1nc(NC2CCOCC2)c3sc(cc3n1)c4ccc(cc4)C(F)(F)F,3617454,700
NC1CCN(CC1)c2nc(N)nc3cc(sc23)c4ccc(cc4)C(F)(F)F,3617456,6100
COc1cc(ccc1OCCN2CCCC2)N3C=Nn4cc(cc4C3=O)c5ccc(Cl)cc5,3618324,5500
CNC1CCN(C1)c2ccc(cn2)N3C=Nn4cc(cc4C3=O)c5ccc(Cl)cc5,3618330,3000
OC1CN(C1)c2ccc(cn2)N3C=Nn4cc(cc4C3=O)c5ccc(Cl)cc5,3618331,3300
O[C@@H]1CCN(C1)c2ccc(cn2)N3C=Nn4cc(cc4C3=O)c5ccc(Cl)cn5,3618333,>80000
OC1CN(C1)C2CCN(C2)c3ccc(cn3)N4C=Nn5cc(cc5C4=O)c6ccc(Cl)cc6,3618334,2000
OC1CCN(CC1)c2ccc(cn2)N3C=Nn4cc(cc4C3=O)c5ccc(Cl)cc5,3618335,>10000
